"POINT (577087.855406331 9720724.15634019)"
"POINT (577091.551920349 9720728.11701786)"
"POINT (577115.110066752 9720715.1509486)"
"POINT (577120.62036915 9720712.84287416)"
"POINT (577140.973927766 9720744.45847546)"
"POINT (577144.659814832 9720743.04798421)"
"POINT (577158.303322136 9720751.65884609)"
"POINT (577156.685328076 9720740.32910936)"
"POINT (577155.685748208 9720743.97234902)"
"POINT (577148.83339128 9720747.86207765)"
"POINT (577156.45150968 9720741.31854746)"
"POINT (577145.837295319 9720730.52864074)"
"POINT (577139.1753345 9720718.76501212)"
"POINT (577146.753533956 9720712.99070704)"
"POINT (577118.177854847 9720704.21855534)"
"POINT (577125.367431036 9720704.23125697)"
"POINT (577129.92829058 9720698.86681189)"
"POINT (577158.609671028 9720694.57049211)"
"POINT (577141.644009472 9720691.15744182)"
"POINT (577118.229551465 9720688.76199249)"
"POINT (577138.322588604 9720616.05987076)"
"POINT (577155.598502999 9720649.92903032)"
"POINT (577084.038918843 9720621.86091115)"
"POINT (577182.962436587 9720753.08138828)"
"POINT (577208.769337432 9720735.43279324)"
"POINT (577190.823505536 9720749.75875877)"
"POINT (577274.130170653 9720788.20388431)"
"POINT (577281.550917512 9720753.35216942)"
"POINT (577308.274749442 9720792.23086059)"
"POINT (577317.266447839 9720766.50767519)"
"POINT (577323.644562347 9720792.19222577)"
"POINT (577327.646606747 9720760.66048559)"
"POINT (577336.681867619 9720809.08665525)"
"POINT (577339.672096889 9720787.03762439)"
"POINT (577230.607759665 9720673.49693365)"
"POINT (577219.127604469 9720725.78489841)"
"POINT (577217.343484419 9720680.25129868)"
"POINT (577233.558019729 9720665.89810571)"
"POINT (577231.656083162 9720704.584909)"
"POINT (577235.601831768 9720725.89193158)"
"POINT (577253.305864146 9720705.48064872)"
"POINT (577238.784150113 9720725.99680132)"
"POINT (577254.730134553 9720716.3407234)"
"POINT (577238.194909172 9720688.77169761)"
"POINT (577249.666222419 9720685.11866495)"
"POINT (577242.532397346 9720677.40103232)"
"POINT (577241.672923691 9720667.91381904)"
"POINT (577242.323908363 9720665.02935876)"
"POINT (577240.652345753 9720657.99255963)"
"POINT (577252.200970608 9720645.73902597)"
"POINT (577244.107025311 9720636.88334525)"
"POINT (577238.610041124 9720623.39717699)"
"POINT (577231.237865219 9720648.94631819)"
"POINT (577223.76998237 9720622.96719548)"
"POINT (577201.129464221 9720609.58104965)"
"POINT (577183.503859766 9720638.40114304)"
"POINT (577183.045371796 9720665.63106005)"
"POINT (577191.936276273 9720679.56384819)"
"POINT (577181.104641373 9720683.31550536)"
"POINT (577181.596219077 9720682.89583348)"
"POINT (577190.346730112 9720698.9442304)"
"POINT (577184.609732191 9720713.27032003)"
"POINT (577189.871900519 9720721.21076527)"
"POINT (577214.21330071 9720636.59224298)"
"POINT (577438.947844092 9720643.49207892)"
"POINT (577427.988411946 9720638.05686951)"
"POINT (577449.828876505 9720631.34989554)"
"POINT (577427.702579337 9720637.61776029)"
"POINT (577436.039470192 9720621.56804407)"
"POINT (577427.06604263 9720621.30546087)"
"POINT (577434.284077793 9720612.33466895)"
"POINT (577434.705321457 9720593.46087809)"
"POINT (577425.988237008 9720585.67336402)"
"POINT (577325.449284291 9720543.16932016)"
"POINT (577329.092649034 9720595.56798654)"
"POINT (577325.272552973 9720641.03898824)"
"POINT (577407.941829427 9720669.0634524)"
"POINT (577264.462323735 9720630.42505121)"
"POINT (577264.679790686 9720640.60973135)"
"POINT (577269.651833892 9720652.31240231)"
"POINT (577263.851246743 9720658.70780502)"
"POINT (577264.07704499 9720661.50089689)"
"POINT (577268.998531648 9720666.30571922)"
"POINT (577280.777881616 9720665.85954148)"
"POINT (577265.316025642 9720672.10470989)"
"POINT (577280.947604939 9720685.13863279)"
"POINT (577284.445639456 9720673.047966)"
"POINT (577270.827975142 9720682.6755419)"
"POINT (577288.873268823 9720686.1369835)"
"POINT (577301.22864528 9720684.16024034)"
"POINT (577306.285310841 9720688.13239339)"
"POINT (577308.865147641 9720688.23340961)"
"POINT (577312.591984271 9720689.02827698)"
"POINT (577319.601986354 9720687.18202696)"
"POINT (577324.325055015 9720683.37449248)"
"POINT (577330.900439691 9720683.5876338)"
"POINT (577333.974512353 9720678.63804294)"
"POINT (577348.211808896 9720678.8963441)"
"POINT (577350.527408798 9720683.39987388)"
"POINT (577357.295555013 9720678.78166826)"
"POINT (577295.335932261 9720724.64099382)"
"POINT (577336.708173565 9720735.88225305)"
"POINT (577341.216464237 9720734.69448399)"
"POINT (577333.776851928 9720723.60620214)"
"POINT (577331.395651735 9720720.36581405)"
"POINT (577324.288554753 9720716.67093327)"
"POINT (577326.120524154 9720712.24476211)"
